transaction_id,invoice_id,supplier_id,global_prod_id,global_account_id,global_employee_id,geography_id,quantity,discount,total_amount,creation_date,created_at
49004996,81817,59,P0002,C0563,E002,G006,2,29.0,21.3,2025-12-22 09:12:37,2026-05-19 16:42:53
49009110,82402,59,P0002,C0267,E017,G001,5,33.0,50.25,2025-12-25 06:50:40,2026-05-19 16:43:10
49009512,82446,59,P0002,C0397,E005,G016,2,33.0,20.1,2025-12-26 21:59:31,2026-05-19 16:43:11
49021267,83934,59,P0002,C0452,E001,G019,2,31.0,20.7,2026-01-03 10:14:55,2026-05-19 16:43:30
49022525,84104,59,P0002,C0397,E005,G016,5,33.0,50.25,2026-01-04 06:49:35,2026-05-19 16:43:41
49037400,86321,59,P0002,C0253,E006,G011,2,29.0,21.3,2026-01-15 13:24:22,2026-05-19 16:44:15
49042917,87104,59,P0002,C0309,E006,G017,1,29.0,10.65,2026-01-19 22:17:56,2026-05-19 16:44:23
49047337,87702,59,P0002,C0241,E005,G008,2,33.0,20.1,2026-01-22 01:29:02,2026-05-19 16:44:31
49071079,91256,59,P0002,C0503,E002,G004,5,32.0,51.0,2026-02-11 13:11:22,2026-05-19 16:45:19
49074889,91787,59,P0002,C0555,E005,G006,1,32.0,10.2,2026-02-14 14:48:43,2026-05-19 16:45:25
48431470,1153,59,P0003,C0290,E018,G017,3,30.0,21.0,2025-01-07 10:22:12,2026-05-19 16:21:25
48511970,13199,59,P0003,C0394,E001,G003,1,30.0,7.0,2025-03-14 05:05:30,2026-05-19 16:24:36
48609024,26196,59,P0003,C0269,E008,G002,2,30.0,14.0,2025-05-03 14:52:21,2026-05-19 16:27:32
48732756,43556,59,P0003,C0374,E003,G012,1,28.0,7.2,2025-07-08 23:48:24,2026-05-19 16:31:53
48838485,58923,59,P0003,C0461,E008,G008,2,30.0,14.0,2025-09-06 04:16:04,2026-05-19 16:36:09
48850623,60790,59,P0003,C0346,E002,G004,2,30.0,14.0,2025-09-14 23:18:00,2026-05-19 16:36:30
48874242,64211,59,P0003,C0474,E001,G013,1,30.0,7.0,2025-09-30 15:32:13,2026-05-19 16:37:36
48900191,67926,59,P0003,C0387,E002,G004,1,30.0,7.0,2025-10-17 09:21:00,2026-05-19 16:38:19
48820403,56403,59,P0004,C0351,E002,G002,2,30.0,32.2,2025-08-26 03:12:01,2026-05-19 16:35:04
48915386,69980,59,P0004,C0444,E011,G017,2,29.0,32.66,2025-10-25 16:22:23,2026-05-19 16:39:10
49178052,105967,59,P0004,C0420,E008,G023,1,30.0,16.1,2026-05-19 10:33:27,2026-05-19 16:49:08
48681463,36323,59,P0005,C0474,E001,G013,2,8.0,51.52,2025-06-10 13:46:06,2026-05-19 16:30:13
48681501,36327,59,P0005,C0544,E002,G006,2,6.0,52.64,2025-06-10 13:57:41,2026-05-19 16:30:13
48681548,36332,59,P0005,C0582,E001,G001,5,6.0,131.6,2025-06-10 14:07:12,2026-05-19 16:30:14
48681637,36346,59,P0005,C0577,E002,G002,3,9.0,76.44,2025-06-10 14:35:56,2026-05-19 16:30:14
48681703,36362,59,P0005,C0233,E003,G017,2,8.0,51.52,2025-06-10 15:24:24,2026-05-19 16:30:14
48681830,36387,59,P0005,C0435,E002,G008,2,9.0,50.96,2025-06-10 19:37:16,2026-05-19 16:30:14
48681837,36388,59,P0005,C0244,E002,G004,2,8.0,51.52,2025-06-10 20:11:38,2026-05-19 16:30:14
48682092,36416,59,P0005,C0374,E003,G012,2,6.0,52.64,2025-06-10 21:43:25,2026-05-19 16:30:14
48682189,36424,59,P0005,C0295,E002,G017,3,8.0,77.28,2025-06-10 21:59:03,2026-05-19 16:30:14
48682357,36447,59,P0005,C0528,E002,G006,2,8.0,51.52,2025-06-10 23:46:52,2026-05-19 16:30:14
48682607,36472,59,P0005,C0433,E002,G006,3,6.0,78.96,2025-06-10 00:39:33,2026-05-19 16:30:15
48682953,36509,59,P0005,C0388,E002,G006,2,8.0,51.52,2025-06-11 07:58:04,2026-05-19 16:30:16
48687311,37142,59,P0005,C0351,E002,G002,2,9.0,50.96,2025-06-13 20:00:39,2026-05-19 16:30:22
48688278,37283,59,P0005,C0233,E003,G017,2,8.0,51.52,2025-06-14 12:27:47,2026-05-19 16:30:24
48694760,38233,59,P0005,C0582,E001,G001,10,4.0,268.8,2025-06-18 11:25:10,2026-05-19 16:30:35
48694958,38267,59,P0005,C0483,E002,G017,2,5.0,53.2,2025-06-18 13:07:40,2026-05-19 16:30:35
48694983,38269,59,P0005,C0474,E001,G013,3,5.0,79.8,2025-06-18 13:18:50,2026-05-19 16:30:35
48695150,38296,59,P0005,C0562,E002,G002,1,5.0,26.6,2025-06-18 14:23:03,2026-05-19 16:30:35
48695178,38300,59,P0005,C0051,E005,G017,1,8.0,25.76,2025-06-18 14:47:57,2026-05-19 16:30:35
48695293,38320,59,P0005,C0393,E001,G001,3,5.0,79.8,2025-06-18 15:21:41,2026-05-19 16:30:35
48695417,38350,59,P0005,C0582,E001,G001,3,4.0,80.64,2025-06-18 20:36:57,2026-05-19 16:30:35
48695928,38398,59,P0005,C0373,E001,G002,3,5.0,79.8,2025-06-18 03:32:54,2026-05-19 16:30:37
48696732,38516,59,P0005,C0368,E001,G017,3,5.0,79.8,2025-06-19 12:48:17,2026-05-19 16:30:38
48696944,38548,59,P0005,C0389,E002,G008,1,4.0,26.88,2025-06-19 14:13:44,2026-05-19 16:30:39
48706520,39892,59,P0005,C0290,E019,G017,1,5.0,26.6,2025-06-24 22:18:37,2026-05-19 16:30:54
48707184,39984,59,P0005,C0582,E001,G001,8,4.0,215.04,2025-06-25 10:35:59,2026-05-19 16:30:55
48707272,40001,59,P0005,C0281,E003,G017,2,5.0,53.2,2025-06-25 11:38:43,2026-05-19 16:30:55
48707463,40024,59,P0005,C0303,E006,G017,2,4.0,53.76,2025-06-25 12:31:22,2026-05-19 16:30:55
48707486,40028,59,P0005,C0305,E005,G017,2,4.0,53.76,2025-06-25 12:37:16,2026-05-19 16:30:55
48707523,40033,59,P0005,C0396,E001,G008,5,5.0,133.0,2025-06-25 12:43:38,2026-05-19 16:30:55
48707673,40060,59,P0005,C0300,E006,G017,2,4.0,53.76,2025-06-25 14:08:38,2026-05-19 16:30:55
48707757,40079,59,P0005,C0401,E001,G028,4,5.0,106.4,2025-06-25 14:47:07,2026-05-19 16:30:57
48707938,40110,59,P0005,C0474,E001,G013,4,5.0,106.4,2025-06-25 15:43:59,2026-05-19 16:30:57
48708031,40122,59,P0005,C0290,E019,G017,2,5.0,53.2,2025-06-25 16:13:34,2026-05-19 16:30:57
48708080,40128,59,P0005,C0582,E001,G001,10,4.0,268.8,2025-06-25 20:54:04,2026-05-19 16:30:57
48708107,40133,59,P0005,C0395,E001,G003,3,5.0,79.8,2025-06-25 22:27:03,2026-05-19 16:30:57
48708749,40209,59,P0005,C0290,E019,G017,2,5.0,53.2,2025-06-26 08:46:30,2026-05-19 16:30:59
48709088,40256,59,P0005,C0292,E006,G017,2,5.0,53.2,2025-06-26 10:46:05,2026-05-19 16:30:59
48709368,40297,59,P0005,C0599,E002,G017,3,5.0,79.8,2025-06-26 12:49:28,2026-05-19 16:30:59
48716303,41261,59,P0005,C0425,E002,G017,3,5.0,79.8,2025-06-30 11:34:28,2026-05-19 16:31:18
48716354,41268,59,P0005,C0264,E003,G017,2,5.0,53.2,2025-06-30 12:04:59,2026-05-19 16:31:18
48716364,41269,59,P0005,C0501,E001,G002,5,5.0,133.0,2025-06-30 12:05:42,2026-05-19 16:31:18
48716650,41313,59,P0005,C0599,E002,G017,5,5.0,133.0,2025-06-30 13:30:44,2026-05-19 16:31:18
48717060,41381,59,P0005,C0417,E007,G027,10,5.0,266.0,2025-06-30 15:47:01,2026-05-19 16:31:19
48717119,41397,59,P0005,C0582,E001,G001,5,4.0,134.4,2025-06-30 19:47:36,2026-05-19 16:31:19
48717229,41412,59,P0005,C0351,E002,G002,2,5.0,53.2,2025-06-30 22:37:57,2026-05-19 16:31:19
48717845,41499,59,P0005,C0542,E007,G002,1,5.0,26.6,2025-07-01 09:59:10,2026-05-19 16:31:21
48718640,41604,59,P0005,C0256,E005,G017,5,5.0,133.0,2025-07-01 14:18:04,2026-05-19 16:31:21
48718646,41607,59,P0005,C0297,E005,G017,5,5.0,133.0,2025-07-01 14:20:21,2026-05-19 16:31:21
48719048,41667,59,P0005,C0557,E003,G017,2,5.0,53.2,2025-07-01 22:25:45,2026-05-19 16:31:23
48719314,41700,59,P0005,C0351,E002,G002,2,5.0,53.2,2025-07-01 02:43:12,2026-05-19 16:31:23
48719472,41719,59,P0005,C0352,E003,G004,2,5.0,53.2,2025-07-02 08:48:44,2026-05-19 16:31:23
48719537,41731,59,P0005,C0281,E003,G017,1,5.0,26.6,2025-07-02 09:05:58,2026-05-19 16:31:23
48719610,41743,59,P0005,C0518,E002,G002,3,5.0,79.8,2025-07-02 09:41:43,2026-05-19 16:31:23
48719920,41792,59,P0005,C0271,E003,G017,2,4.0,53.76,2025-07-02 11:16:14,2026-05-19 16:31:24
48720227,41833,59,P0005,C0417,E007,G027,5,5.0,133.0,2025-07-02 12:44:41,2026-05-19 16:31:25
48720790,41919,59,P0005,C0244,E002,G004,10,5.0,266.0,2025-07-02 17:53:43,2026-05-19 16:31:26
48720811,41922,59,P0005,C0273,E003,G017,1,5.0,26.6,2025-07-02 19:23:34,2026-05-19 16:31:26
48720991,41944,59,P0005,C0429,E002,G017,7,5.0,186.2,2025-07-02 23:15:04,2026-05-19 16:31:26
48721810,42063,59,P0005,C0283,E005,G017,2,5.0,53.2,2025-07-03 11:16:33,2026-05-19 16:31:28
48721845,42067,59,P0005,C0582,E001,G001,30,4.0,806.4,2025-07-03 11:32:16,2026-05-19 16:31:28
48721952,42085,59,P0005,C0286,E005,G017,2,5.0,53.2,2025-07-03 12:37:26,2026-05-19 16:31:28
48722284,42139,59,P0005,C0474,E001,G013,6,5.0,159.6,2025-07-03 15:40:33,2026-05-19 16:31:28
48722427,42153,59,P0005,C0582,E001,G001,10,4.0,268.8,2025-07-03 20:46:40,2026-05-19 16:31:28
48723966,42335,59,P0005,C0393,E001,G001,5,5.0,133.0,2025-07-04 14:37:23,2026-05-19 16:31:31
48724007,42341,59,P0005,C0544,E002,G006,5,4.0,134.4,2025-07-04 15:21:18,2026-05-19 16:31:31
48725653,42535,59,P0005,C0283,E005,G017,5,5.0,133.0,2025-07-05 12:37:56,2026-05-19 16:31:33
48725950,42583,59,P0005,C0360,E003,G006,2,5.0,53.2,2025-07-05 14:45:09,2026-05-19 16:31:34
48726100,42618,59,P0005,C0582,E001,G001,20,4.0,537.6,2025-07-05 20:10:32,2026-05-19 16:31:34
48726153,42626,59,P0005,C0510,E003,G003,2,4.0,53.76,2025-07-05 20:46:09,2026-05-19 16:31:34
48726178,42628,59,P0005,C0273,E003,G017,1,5.0,26.6,2025-07-05 20:51:15,2026-05-19 16:31:34
48726244,42636,59,P0005,C0442,E001,G029,3,5.0,79.8,2025-07-05 22:38:06,2026-05-19 16:31:35
48727207,42769,59,P0005,C0501,E001,G002,10,5.0,266.0,2025-07-06 11:22:56,2026-05-19 16:31:36
48727902,42874,59,P0005,C0401,E001,G028,5,5.0,133.0,2025-07-06 15:18:57,2026-05-19 16:31:38
48730380,43209,59,P0005,C0582,E001,G001,6,4.0,161.28,2025-07-07 21:29:30,2026-05-19 16:31:41
48730432,43214,59,P0005,C0309,E001,G017,3,4.0,80.64,2025-07-07 22:06:47,2026-05-19 16:31:41
